Label,Content
0,"['jakarta', 'ketua', 'dprd', 'kabupaten', 'bogor', 'rudy', 'susmanto', 'peran', 'aktif', 'tekan', 'laju', 'tular', 'covid', 'salah', 'satu', 'cegah', 'klaster', 'kantor', 'imbau', 'pimpin', 'instansi', 'lembaga', 'usaha', 'milik', 'perintah', 'swasta', 'ketat', 'protokol', 'sehat', 'prokes', 'pasuk', 'gelombang', 'tiga', 'covid', 'angka', 'tular', 'kontribusi', 'tekan', 'angka', 'tular', 'kantor', 'rudy', 'ikut', 'vaksinasi', 'booster', 'gedung', 'dprd', 'kabupaten', 'bogor', 'terang', 'tulis', 'jumat', 'dprd', 'kabupaten', 'bogor', 'gelar', 'vaksinasi', 'dosis', 'tiga', 'booster', 'anggota', 'dprd', 'pegawai', 'sekretariat', 'dprd', 'kelompok', 'wartawan', 'masyarakat', 'hari', 'beraktifitas', 'gedung', 'dprd', 'kabupaten', 'bogor', 'rudy', 'sebut', 'gelar', 'vaksinasi', 'booster', 'ikhtiar', 'hindar', 'papar', 'virus', 'cegah', 'klaster', 'kantor', 'rudy', 'susmanto', 'laku', 'keras', 'seksual', 'hukum', 'beratapalagi', 'tular', 'covid', 'kabupaten', 'bogor', 'lonjak', 'pekan', 'rudy', 'harap', 'insan', 'gedung', 'dprd', 'kabupaten', 'bogor', 'vaksin', 'booster', 'lingkung', 'gedung', 'klaster', 'covid', 'imbau', 'pimpin', 'instansi', 'lembaga', 'usaha', 'milik', 'perintah', 'swasta', 'upaya', 'cegah', 'klaster', 'kantor', 'politis', 'partai', 'gerindra', 'dprd', 'kabupaten', 'bogor', 'bantu', 'dinas', 'sehat', 'dinkes', 'laksana', 'vaksinasi', 'booster', 'kali', 'harap', 'ketua', 'dprd', 'kabupaten', 'bogor', 'rudy', 'susmanto', 'insan', 'pers', 'inti', 'aktivitas', 'dprd', 'vaksin', 'siap', 'rapid', 'antigen', 'upaya', 'deteksi', 'imbuh', 'rudi', 'informasi', 'hari', 'covid', 'kabupaten', 'lonjak', 'pek', 'kutip', 'pikobar', 'jabarprov', 'go', 'id', 'data', 'rabu', 'tunjuk', 'warga', 'konfirmasi', 'positif', 'covid', 'camat', 'cibinong', 'sumbang', 'angka', 'akd', 'ega', 'dprd', 'kabupaten', 'bogor', 'rudy', 'susmanto', 'vaksinasi', 'booster']"
0,"['jakarta', 'vaksin', 'sinovac', 'vaksin', 'muncul', 'jalan', 'program', 'vaksinasi', 'dosis', 'tiga', 'booster', 'perintah', 'masyarakat', 'indonesia', 'akses', 'vaksinasi', 'booster', 'gratis', 'tunggu', 'target', 'capai', 'vaksinasi', 'vaksin', 'lengkap', 'jarak', 'vaksin', 'minimal', 'vaksin', 'booster', 'beri', 'vaksin', 'booster', 'metode', 'homolog', 'vaksin', 'dosis', 'heterolog', 'vaksin', 'beda', 'vaksin', 'dosis', 'vaksin', 'sinovac', 'vaksin', 'detikcom', 'rangkum', 'ulas', 'vaksin', 'sinovac', 'boosternya', 'tahu', 'jenis', 'jenisnyavaksin', 'sinovac', 'vaksin', 'atur', 'beri', 'vaksin', 'booster', 'dosis', 'sinovac', 'cantum', 'surat', 'edar', 'baru', 'kemenkes', 'nomor', 'sr', 'ii', 'sesuai', 'laksana', 'vaksinasi', 'covid', 'dosis', 'lanjut', 'booster', 'triwulan', 'jenis', 'booster', 'dosis', 'primer', 'sinovac', 'vaksin', 'astrazeneca', 'dosis', 'mlvaksin', 'pfizer', 'dosis', 'mlselain', 'vaksin', 'dosis', 'primer', 'astrazeneca', 'hak', 'terima', 'booster', 'beri', 'booster', 'vaksin', 'heterolog', 'homolog', 'vaksin', 'moderna', 'dosis', 'ml', 'vaksin', 'pfizer', 'dosis', 'ml', 'vaksin', 'astra', 'zeneca', 'dosis', 'penuh', 'mlbaca', 'vaksin', 'sinopharm', 'boosternya', 'izin', 'guna', 'darurat', 'bpomwarga', 'imbau', 'pilih', 'pilih', 'vaksin', 'boostersesuai', 'kemenkes', 'triwulan', 'i', 'alokasi', 'booster', 'utama', 'vaksin', 'astrazeneca', 'lantar', 'sedia', 'vaksin', 'astrazeneca', 'lansir', 'situs', 'ppid', 'jakarta', 'pemprov', 'dki', 'masyarakat', 'terima', 'tiket', 'vaksin', 'booster', 'fasilitas', 'sehat', 'sentra', 'vaksinasi', 'masyarakat', 'imbau', 'pilih', 'jenis', 'merk', 'vaksin', 'tekan', 'lonjak', 'covid', 'jakarta', 'masif', 'vaksin', 'astrazeneca', 'dosis', 'tiga', 'booster', 'jenis', 'sedia', 'ajak', 'masyarakat', 'pilih', 'pilih', 'jenis', 'merk', 'vaksin', 'booster', 'apa', 'jenis', 'merk', 'vaksin', 'uji', 'klinis', 'manfaat', 'kebal', 'tubuh', 'kepala', 'dinas', 'sehat', 'provinsi', 'dki', 'jakarta', 'widyastuti', 'kantor', 'dinas', 'sehat', 'provinsi', 'dki', 'jakarta', 'rabu', 'masyarakat', 'jakarta', 'mari', 'manfaat', 'sempat', 'sedia', 'vaksin', 'fasilitas', 'fasilitas', 'sehat', 'sentra', 'vaksinasi', 'sebar', 'wilayah', 'ayo', 'vaksin', 'lindung', 'ajak', 'vaksin', 'sinovac', 'vaksin', 'jawab', 'masyarakat', 'penuh', 'syarat', 'faskes', 'dekat', 'daftar', 'vaksin', 'booster', 'aplikasi', 'jaki', 'simak', 'halaman', 'simak', 'video', 'kelompok', 'rentan', 'covid', 'wajib', 'booster', 'gambas', 'video', 'detik', 'daftar', 'vaksin', 'booster', 'via', 'jakidilansir', 'instagram', 'resmi', 'jakarta', 'smart', 'city', 'daftar', 'vaksin', 'booster', 'jaki', 'pasti', 'milik', 'aplikasi', 'jaki', 'daftar', 'akunbuka', 'aplikasi', 'jakiselanjutnya', 'pilih', 'banner', 'vaksinasi', 'covid', 'isi', 'nik', 'nama', 'lengkap', 'sesuai', 'identitas', 'ktp', 'klik', 'periksa', 'perhati', 'syarat', 'tentu', 'pilih', 'erti', 'muncul', 'informasi', 'vaksinasi', 'lanjut', 'jadwal', 'jadwal', 'vaksinasi', 'booster', 'laku', 'daftar', 'ulang', 'isi', 'kategori', 'terima', 'vaksinkemudian', 'pilih', 'lokasi', 'vaksinasi', 'isi', 'lengkap', 'data', 'nama', 'nik', 'jenis', 'kelamin', 'tanggal', 'lahir', 'no', 'hp', 'laku', 'tinjau', 'formulir', 'isi', 'sesuai', 'pilih', 'kirim', 'formulir', 'daftar', 'vaksin', 'booster', 'selesai', 'lupa', 'isi', 'pre', 'screening', 'unduh', 'kartu', 'kendali', 'vaksin', 'booster', 'daftar', 'vaksinasi', 'booster', 'lokasi', 'pilih', 'sila', 'lokasi', 'vaksinasi', 'pre', 'screening', 'ktp', 'asli', 'pulpen', 'kipi', 'jadi', 'ikut', 'pasca', 'vaksinasi', 'atas', 'izt', 'izt', 'vaksin', 'sinovac', 'vaksin', 'booster', 'vaksin', 'sinovac', 'vaksin', 'booster', 'sinovac', 'vaksin', 'booster', 'corona', 'booster', 'vaksin', 'astrazeneca', 'vaksin', 'booster', 'covid']"
0,"['bandung', 'pemkot', 'bandung', 'isolasi', 'mandiri', 'isoman', 'hadap', 'lonjak', 'covid', 'ratus', 'isolasi', 'khusus', 'pasien', 'corona', 'sebar', 'camat', 'kota', 'bandung', 'jawa', 'barat', 'data', 'isoman', 'siap', 'camat', 'hadap', 'lonjak', 'kota', 'bandung', 'ketua', 'hari', 'satgas', 'covid', 'kota', 'bandung', 'asep', 'saeful', 'gufron', 'detikcom', 'via', 'telepon', 'kamis', 'asep', 'isoman', 'siap', 'fasilitas', 'tunjuk', 'lokasi', 'isoman', 'temu', 'kendala', 'dukung', 'penuh', 'masyarakat', 'isi', 'isomannya', 'rumah', 'warga', 'dukung', 'isoman', 'sudah', 'bantu', 'lingkung', 'kena', 'covid', 'tampak', 'peluru', 'kaliber', 'tewas', 'warga', 'bogorselain', 'ratus', 'isoman', 'pemkot', 'bandung', 'rencana', 'sewa', 'hotel', 'tampung', 'warga', 'papar', 'corona', 'hotel', 'khusus', 'tenaga', 'sehat', 'nakes', 'papar', 'hotel', 'masyarakat', 'mudah', 'mudah', 'lonjak', 'depan', 'antisipasi', 'isoman', 'siap', 'lonjak', 'kota', 'bandung', 'pungkas', 'dasar', 'data', 'himpun', 'pikobar', 'jabarprov', 'go', 'id', 'sebar', 'covid', 'kota', 'bandung', 'alami', 'tambah', 'total', 'pasien', 'jalan', 'awat', 'isolasi', 'papar', 'corona', 'sebar', 'camat', 'antapani', 'dominasi', 'total', 'tambah', 'aktif', 'covid', 'camat', 'coblong', 'camat', 'cicendo', 'kerja', 'proyek', 'gedung', 'poliklinik', 'rsud', 'dari', 'soekardjo', 'protes', 'upah', 'bayar', 'yum', 'bbn', 'birojabar', 'jawa', 'barat', 'kota', 'bandung', 'isoman', 'isolasi', 'mandiri', 'virus', 'corona', 'covid', 'pandemi']"
0,"['makassar', 'aktif', 'covid', 'kota', 'makassar', 'sulawesi', 'selatan', 'sulsel', 'tembus', 'tambah', 'dinkes', 'makassar', 'lantas', 'warga', 'panik', 'angka', 'covid', 'makassar', 'tembus', 'ribu', 'dasar', 'lapor', 'satgas', 'covid', 'jumat', 'tambah', 'turun', 'banding', 'tambah', 'angka', 'sembuh', 'capai', 'banding', 'sembuh', 'kumulatif', 'covid', 'makassar', 'capai', 'orang', 'total', 'mati', 'capai', 'orang', 'panik', 'kerja', 'ukur', 'hasil', 'tracing', 'lapang', 'ajar', 'otg', 'laku', 'isoman', 'isolasi', 'mandiri', 'tular', 'orang', 'kadinkes', 'makassar', 'nursaidah', 'sirajuddin', 'detikcom', 'nursaidah', 'warga', 'terpa', 'naik', 'covid', 'makassar', 'larang', 'warga', 'khawatir', 'iya', 'terpa', 'tingkat', 'alhamdulillah', 'kondisi', 'gejala', 'ringan', 'banding', 'milik', 'gejala', 'nursaidah', 'pegawai', 'positif', 'covid', 'balai', 'kota', 'makassar', 'lockdown', 'nursaidah', 'warga', 'kondisi', 'sehat', 'rumah', 'kondisi', 'pulih', 'pasien', 'covid', 'sembuh', 'pikir', 'keras', 'masuk', 'rs', 'alhamdulillah', 'lapor', 'masuk', 'rs', 'kemarin', 'kondisi', 'baik', 'tinggal', 'dunia', 'hmw', 'nvl', 'hari', 'covid', 'makassar', 'covid', 'covid', 'makassar', 'biromakassar']"
0,"['kabupaten', 'bandung', 'polisi', 'terap', 'ganjil', 'genap', 'kendara', 'area', 'gerbang', 'tol', 'begitu', 'soroja', 'kabupaten', 'bandung', 'kendara', 'bandung', 'nomor', 'belakang', 'ganjil', 'putar', 'nomor', 'genap', 'lintas', 'sesuai', 'angka', 'genap', 'tanggal', 'kasat', 'lantas', 'polresta', 'bandung', 'kompol', 'rislam', 'harfia', 'ganjil', 'genap', 'kabupaten', 'bandung', 'laksana', 'jumat', 'minggu', 'kendara', 'putar', 'sesuai', 'pelat', 'nomor', 'rislam', 'gerbang', 'tol', 'soroja', 'soreang', 'kabupaten', 'bandung', 'sabtu', 'covid', 'bandung', 'raya', 'aktif', 'orang', 'sembuhrislam', 'laku', 'ganjil', 'genap', 'salah', 'bentuk', 'upaya', 'cegah', 'sebar', 'covid', 'ppkm', 'level', 'kabupaten', 'bandung', 'aglomerasi', 'bandung', 'raya', 'strategis', 'samping', 'ganjil', 'genap', 'khusus', 'kendara', 'bandung', 'akses', 'jalur', 'wisata', 'rislamdalam', 'laku', 'ganjil', 'genap', 'henti', 'ecek', 'bus', 'bus', 'pariwisata', 'bandung', 'vaksinasi', 'cek', 'tumpang', 'vaksinasi', 'rislam', 'titik', 'ganjil', 'genap', 'bandung', 'raya', 'wisatawan', 'warga', 'jakarta', 'wajib', 'laku', 'ganjil', 'genap', 'kabupaten', 'bandung', 'laksana', 'titik', 'sesuai', 'surat', 'terang', 'suka', 'dishub', 'kabupaten', 'bandung', 'lokasi', 'begitu', 'saroja', 'begitu', 'cileunyi', 'rislam', 'laku', 'ganjil', 'genap', 'lokasi', 'jumat', 'wib', 'sabtu', 'minggu', 'laksana', 'wib', 'bbn', 'yum', 'ganjil', 'genap', 'bandung', 'tol', 'soroja', 'kabupaten', 'bandung', 'covid', 'birojabar']"
0,"['jakarta', 'covid', 'varian', 'omicron', 'jakarta', 'kian', 'tingkat', 'wakil', 'gubernur', 'wagub', 'dki', 'jakarta', 'ahmad', 'riza', 'patria', 'lapor', 'omicron', 'dki', 'capai', 'orang', 'transmisi', 'lokal', 'omicron', 'capai', 'tingkat', 'impor', 'persen', 'lokal', 'persen', 'riza', 'wartawan', 'jumat', 'politikus', 'gerindra', 'sorot', 'omicron', 'dominasi', 'transmisi', 'lokal', 'banding', 'impor', 'lantas', 'warga', 'tingkat', 'waspada', 'aktivitas', 'balik', 'lokal', 'mohon', 'perhati', 'hati', 'hati', 'pemprov', 'dki', 'siap', 'isolasi', 'pasien', 'covid', 'daftarnyabor', 'isolasi', 'icu', 'riza', 'lapor', 'isi', 'tidur', 'bed', 'occupancy', 'rate', 'bor', 'rs', 'rujuk', 'covid', 'bor', 'icu', 'perinci', 'tidur', 'isolasi', 'covid', 'isi', 'siap', 'icu', 'pakai', 'sedia', 'kait', 'update', 'bor', 'pasang', 'pakai', 'capai', 'icu', 'pasang', 'pakai', 'riza', 'aktif', 'dkiper', 'kamis', 'kemarin', 'tambah', 'covid', 'dki', 'jakarta', 'orang', 'total', 'covid', 'dki', 'pandemi', 'pasien', 'covid', 'rawat', 'wisma', 'atlet', 'turun', 'bor', 'orang', 'nyata', 'sembuh', 'orang', 'tinggal', 'dunia', 'aktif', 'jakarta', 'alami', 'tambah', 'total', 'aktif', 'orang', 'capai', 'vaksinasidi', 'sisi', 'program', 'vaksinasi', 'covid', 'gulir', 'capai', 'program', 'vaksinasi', 'covid', 'dki', 'dosis', 'orang', 'proporsi', 'warga', 'ber', 'ktp', 'dki', 'warga', 'ktp', 'non', 'dki', 'total', 'dosis', 'capai', 'orang', 'proporsi', 'warga', 'ber', 'ktp', 'dki', 'warga', 'ktp', 'non', 'dki', 'dki', 'lapor', 'capai', 'vaksinasi', 'booster', 'dosis', 'orang', 'lihat', 'video', 'kemenkes', 'pekan', 'puncak', 'omicron', 'lampau', 'kali', 'delta', 'gambas', 'video', 'detik', 'taa', 'jbr', 'omicron', 'jabodetabek', 'jakarta', 'pandemi', 'covid', 'ahmad', 'riza', 'patria']"
0,"['jakarta', 'diplomat', 'korea', 'selatan', 'korsel', 'luka', 'serang', 'pria', 'kenal', 'jalan', 'new', 'york', 'amerika', 'serikat', 'lapor', 'new', 'york', 'post', 'pria', 'tinju', 'wajah', 'trotoar', 'manhattan', 'rabu', 'malam', 'media', 'lokal', 'as', 'lapor', 'diplomat', 'umur', 'alami', 'patah', 'hidung', 'akibat', 'serang', 'lapor', 'laku', 'serang', 'kabur', 'jalan', 'kaki', 'lansir', 'kantor', 'berita', 'afp', 'kamis', 'menteri', 'negeri', 'korsel', 'benar', 'diplomat', 'misi', 'pbb', 'luka', 'serang', 'acak', 'diplomat', 'afiliasi', 'misi', 'pbb', 'serang', 'pria', 'kenal', 'pusat', 'kota', 'manhattan', 'malam', 'februari', 'luka', 'menteri', 'negeri', 'korsel', 'nyata', 'pria', 'kulit', 'putih', 'adil', 'as', 'bunuh', 'ahmaud', 'arberykementerian', 'rincian', 'usia', 'jenis', 'kelamin', 'korban', 'alas', 'privasi', 'menteri', 'negeri', 'desak', 'polisi', 'lidi', 'cepat', 'menteri', 'negeri', 'korsel', 'korban', 'terima', 'awat', 'rumah', 'sakit', 'istirahat', 'pulang', 'keras', 'anti', 'asia', 'lonjak', 'amerika', 'serikat', 'pandemi', 'virus', 'corona', 'aktivis', 'jahat', 'rasial', 'picu', 'bicara', 'virus', 'china', 'mantan', 'presiden', 'as', 'donald', 'trump', 'tahap', 'pandemi', 'covid', 'keri', 'wanita', 'asia', 'tewas', 'dorong', 'kereta', 'laju', 'assimak', 'pecat', 'vaksin', 'ratus', 'orang', 'new', 'york', 'demo', 'gambas', 'video', 'detik', 'ita', 'ita', 'amerika', 'serikat', 'korea', 'selatan', 'diplomat', 'korsel', 'new', 'york']"
0,"['jakarta', 'menteri', 'agama', 'kemenag', 'tampung', 'aspirasi', 'masuk', 'selenggara', 'jalan', 'ibadah', 'umroh', 'ppiu', 'selenggara', 'ibadah', 'umroh', 'pandemi', 'covid', 'varian', 'omicron', 'wakil', 'menteri', 'agama', 'wamenag', 'zainut', 'tauhid', 'sa', 'adi', 'temu', 'ppiu', 'gabung', 'forum', 'selenggara', 'umroh', 'haji', 'jawa', 'barat', 'kota', 'bandung', 'jumat', 'zainut', 'sebut', 'aspirasi', 'rapat', 'lingkup', 'perintah', 'terima', 'kasih', 'masuk', 'aspirasi', 'aspirasi', 'rapat', 'menteri', 'agama', 'komisi', 'viii', 'dpr', 'ri', 'rapat', 'lintas', 'menteri', 'zainut', 'hadir', 'ketua', 'forum', 'selenggara', 'umroh', 'haji', 'jawa', 'barat', 'fks', 'patuh', 'jabar', 'wawan', 'misbah', 'puluh', 'wakil', 'ppiu', 'hadir', 'laku', 'travel', 'umroh', 'kabid', 'haji', 'kanwil', 'kemenag', 'jabar', 'ahmad', 'handiman', 'romdony', 'kabid', 'urais', 'ahmad', 'patoni', 'kakankemenag', 'kota', 'bandung', 'tedi', 'junaidi', 'mui', 'kak', 'bah', 'metaverse', 'sarana', 'kenal', 'kawasan', 'ibadah', 'hajizainut', 'masuk', 'aspirasi', 'wakil', 'ppiu', 'jawa', 'barat', 'tingkat', 'layan', 'nyaman', 'jemaah', 'umroh', 'indonesia', 'masuk', 'tambah', 'akses', 'pintu', 'berangkat', 'jemaah', 'umrah', 'bandara', 'soekarno', 'hatta', 'soetta', 'libat', 'tim', 'kemenag', 'awal', 'proses', 'pcr', 'jemaah', 'singkat', 'karantina', 'terap', 'akses', 'pintu', 'khusus', 'jemaah', 'umroh', 'bandara', 'baur', 'tumpang', 'jalan', 'negeri', 'skema', 'one', 'gate', 'policy', 'ogp', 'berangkat', 'jemaah', 'umroh', 'inisiasi', 'menteri', 'agama', 'dukung', 'ppiu', 'jemaah', 'umrah', 'umroh', 'pandemi', 'atas', 'menteri', 'agama', 'libat', 'masuk', 'bahan', 'cari', 'solusi', 'zainut', 'sebut', 'kemenag', 'evaluasi', 'kait', 'berangkat', 'umroh', 'salah', 'satu', 'laksana', 'karantina', 'pulang', 'layan', 'bandara', 'soetta', 'perintah', 'siap', 'lab', 'tambah', 'tes', 'banding', 'jemaah', 'umroh', 'apresiasi', 'ppiu', 'jemaah', 'umroh', 'disiplin', 'jalan', 'prokes', 'jalan', 'ibadah', 'umroh', 'disiplin', 'jemaah', 'umroh', 'indonesia', 'puji', 'perintah', 'arab', 'saudi', 'tahan', 'ibadah', 'umroh', 'klaster', 'sebar', 'covid', 'stigma', 'negatif', 'jemaah', 'umroh', 'bawa', 'klaster', 'umroh', 'update', 'khawatir', 'kembang', 'dinamika', 'duga', 'laku', 'jasa', 'travel', 'umroh', 'haji', 'antisipasi', 'zainut', 'sebut', 'upaya', 'stigma', 'negatif', 'masyarakat', 'klaster', 'jalan', 'umroh', 'jemaah', 'umroh', 'papar', 'covid', 'milik', 'gejala', 'berat', 'patut', 'syukur', 'sekian', 'jemaah', 'umroh', 'papar', 'covid', 'alami', 'gejala', 'berat', 'alhamdulillah', 'kumpul', 'keluarga', 'selamat', 'simak', 'jemaah', 'umrah', 'izin', 'laku', 'tes', 'covid', 'banding', 'gambas', 'video', 'detik', 'aud', 'aud', 'kemenag', 'wamenag', 'wamenag', 'zainut', 'tauhid', 'umrah', 'umrah', 'umroh', 'umroh']"
0,"['bandung', 'laku', 'ganjil', 'genap', 'ruas', 'tol', 'masuk', 'bandung', 'polisi', 'pemkot', 'bandung', 'batas', 'akses', 'jalan', 'kota', 'ruas', 'jalan', 'tutup', 'malam', 'cegah', 'kerumun', 'tutup', 'jalan', 'lokasi', 'jalan', 'lengkong', 'jalan', 'dipatiukur', 'jalan', 'asia', 'afrika', 'kapolrestabes', 'bandung', 'kombes', 'aswin', 'sipayung', 'kasat', 'lantas', 'polrestabes', 'bandung', 'akbp', 'ariek', 'indra', 'sentanu', 'mapolrestabes', 'bandung', 'jalan', 'jawa', 'kota', 'bandung', 'jumat', 'catat', 'jadwal', 'lengkap', 'ganjil', 'genap', 'bandunguntuk', 'jalan', 'asia', 'afrika', 'tutup', 'penggal', 'simpang', 'jalan', 'tamblong', 'asia', 'afrika', 'kawasan', 'alun', 'alun', 'tutup', 'pekan', 'titik', 'tutup', 'jalan', 'lengkong', 'tepat', 'empat', 'lengkong', 'jalan', 'kaca', 'kaca', 'tutup', 'jalan', 'dipatiukur', 'titik', 'tiga', 'toko', 'rabani', 'jalan', 'teuku', 'umar', 'jam', 'laku', 'sabtu', 'wib', 'wib', 'minggu', 'wib', 'wib', 'function', 'use', 'strict', 'window', 'addeventlistener', 'message', 'function', 'e', 'if', 'void', 'e', 'data', 'datawrapper', 'height', 'var', 'document', 'queryselectorall', 'iframe', 'for', 'var', 'a', 'ini', 'e', 'data', 'datawrapper', 'height', 'for', 'var', 'r', 'r', 'length', 'r', 'if', 'r', 'contentwindow', 'e', 'source', 'r', 'style', 'height', 'e', 'data', 'datawrapper', 'height', 'a', 'punya', 'kota', 'bandung', 'masuk', 'ppkm', 'level', 'instruksi', 'menteri', 'negeri', 'nomor', 'ppkm', 'laku', 'februari', 'februari', 'tutup', 'jalan', 'lokasi', 'ppkm', 'level', 'lihat', 'kembang', 'evaluasi', 'perintah', 'pusat', 'pemkot', 'bandung', 'ariek', 'pemkot', 'bandung', 'polrestabes', 'bandung', 'laku', 'atur', 'arus', 'lintas', 'tekan', 'sebar', 'covid', 'tutup', 'laku', 'ganjil', 'genap', 'gerbang', 'tol', 'bandung', 'gerbang', 'tol', 'begitu', 'pasteur', 'begitu', 'pasirkoja', 'begitu', 'kopo', 'begitu', 'moch', 'toha', 'begitu', 'buahbatu', 'laku', 'ganjil', 'genap', 'jumat', 'siang', 'titik', 'ganjil', 'genap', 'kabupaten', 'bandung', 'dir', 'bbn', 'ppkm', 'level', 'bandung', 'ppkm', 'level', 'tutup', 'jalan', 'bandung', 'bandung', 'birojabar']"
0,"['jakarta', 'pandemi', 'covid', 'jakarta', 'anak', 'anak', 'hilang', 'orang', 'tua', 'covid', 'anak', 'orang', 'tua', 'tinggal', 'covid', 'anak', 'jakarta', 'yatim', 'yatim', 'piatu', 'covid', 'gubernur', 'jakarta', 'anies', 'baswedan', 'akun', 'youtubenya', 'sabtu', 'angka', 'rendah', 'mati', 'corona', 'anies', 'pesan', 'terlenaanies', 'cerita', 'data', 'transparan', 'korban', 'virus', 'corona', 'data', 'guna', 'dasar', 'salur', 'bantu', 'anak', 'yatim', 'piatu', 'yatim', 'piatu', 'mati', 'orang', 'tua', 'sembunyi', 'orang', 'tua', 'tinggal', 'covid', 'jujur', 'data', 'sempat', 'jalan', 'tanggung', 'anies', 'anies', 'positivity', 'rate', 'dki', 'capai', 'standar', 'whoakhirnya', 'pemprov', 'dki', 'lancar', 'program', 'peduli', 'anak', 'remaja', 'anak', 'anak', 'tinggal', 'wafat', 'orang', 'tua', 'covid', 'bantu', 'peduli', 'anak', 'orang', 'tua', 'kayak', 'anak', 'miskin', 'kirim', 'pesan', 'keluarga', 'pemprov', 'dki', 'jakarta', 'lindung', 'anak', 'tinggal', 'orang', 'tua', 'wafat', 'covid', 'pilih', 'kasih', 'anies', 'simak', 'anies', 'mati', 'pasien', 'covid', 'dki', 'dominasi', 'vaksin', 'lengkap', 'gambas', 'video', 'detik', 'dnu', 'idh', 'anies', 'baswedan', 'gubernur', 'dki', 'jakarta', 'anies', 'baswedan', 'pandemi', 'covid', 'virus', 'corona', 'yatim', 'piatu', 'mati', 'covid']"
